09/26/2013,83,20,5,12.771084337349398
09/27/2013,100,30,5,14.67
09/28/2013,76,55,-999,-26.144736842105264
09/29/2013,76,20,3,10.026315789473685
09/30/2013,78,20,4,9.923076923076923
10/01/2013,67,10,10,10
10/02/2013,104,10,5,9.85576923076923
10/03/2013,72,30,5,13.333333333333334
10/04/2013,78,50,-999,5.666666666666667
10/05/2013,88,30,-999,2.0681818181818183
10/06/2013,93,50,1,17.827956989247312
10/07/2013,76,20,1,11.263157894736842
10/08/2013,81,40,5,23.209876543209877
10/09/2013,73,20,-999,-2.3972602739726026
10/10/2013,72,20,5,12.430555555555555
10/11/2013,63,60,-999,-9.619047619047619
10/12/2013,91,60,5,27.47252747252747
10/13/2013,76,60,5,25.42105263157895
10/14/2013,81,50,5,21.54320987654321
10/15/2013,60,40,-999,2.1333333333333333
10/16/2013,69,30,9,11.869565217391305
10/17/2013,77,50,5,21.12987012987013
10/18/2013,76,40,-999,-6.421052631578948
10/19/2013,110,60,5,26.263636363636362
10/20/2013,88,60,5,25.738636363636363
10/21/2013,68,20,0,12.941176470588236
10/22/2013,95,40,8,18.978947368421053
10/23/2013,83,10,5,9.771084337349398
10/24/2013,80,60,10,23.0375
10/25/2013,94,50,-999,9.51063829787234
10/26/2013,113,80,0,22.601769911504423
10/27/2013,75,40,-999,7.213333333333333
10/28/2013,77,35,5,11.493506493506494
10/29/2013,70,40,5,18.714285714285715
10/30/2013,79,20,2,11.341772151898734
10/31/2013,71,40,5,14.95774647887324
11/01/2013,81,80,5,14.975308641975309
11/02/2013,99,10,4,9.171717171717171
11/03/2013,100,50,5,19.44
11/04/2013,79,30,6,12.316455696202532
11/05/2013,74,30,5,12.175675675675675
11/06/2013,80,20,-999,-1.35
11/07/2013,82,30,0,12.560975609756097
11/08/2013,76,20,0,10.907894736842104
11/09/2013,80,80,5,22.1875
11/10/2013,81,60,5,18.395061728395063
11/11/2013,72,20,5,13.833333333333334
11/12/2013,57,20,1,9.631578947368421
11/13/2013,57,30,5,13.385964912280702
11/14/2013,64,40,5,15.375
11/15/2013,59,20,5,10.203389830508474
11/16/2013,74,90,-999,0.6216216216216216
11/17/2013,69,30,5,14.782608695652174
11/18/2013,64,10,4,9.8125
11/19/2013,49,20,5,10.061224489795919
11/20/2013,62,30,5,10.46774193548387
11/21/2013,52,20,5,10.673076923076923
11/22/2013,57,30,0,11.578947368421053
11/23/2013,64,40,-999,2.140625
11/24/2013,83,70,-999,18.253012048192772
11/25/2013,103,70,5,29.271844660194176
11/26/2013,84,70,5,28.857142857142858
11/27/2013,99,120,2,40.02020202020202
11/28/2013,86,80,10,36.116279069767444
11/29/2013,82,80,5,28.682926829268293
11/30/2013,99,50,5,22.171717171717173
12/01/2013,76,50,5,17.25
12/02/2013,69,30,5,16.81159420289855
12/03/2013,67,70,0,23.62686567164179
12/04/2013,79,40,5,18.379746835443036
12/05/2013,70,70,-999,12.642857142857142
12/06/2013,67,35,5,15.940298507462687
